MSE,NMSE,PSNR,IF_SIM,SSIM,Image,Method,Param
69.91040656565657,0.6473172776541837,29.685385330815176,0.8820052841346996,0.409986833352047,img_3.jpg,Blur,9.0
72.11810101010101,0.6676514951047415,29.550360783651385,0.8730082482692452,0.37322157841391007,img_3.jpg,Blur,11.0
3.042401515151515,0.028254766843196177,43.298638321806024,0.9996224302303223,0.9894381600363693,img_3.jpg,GaussNoise,0.1
24.07662121212121,0.22362036356496048,34.314848206363315,0.9967837605714793,0.9250446333863712,img_3.jpg,GaussNoise,0.3
50.12476515151515,0.4651476155492831,31.13028010025507,0.9911873284537511,0.8439850278615795,img_3.jpg,GaussNoise,0.5
66.18189393939394,0.6145294546458296,29.923411695814206,0.9832031079676817,0.7707400323859039,img_3.jpg,GaussNoise,0.7
80.14923484848485,0.7455536116217591,29.09180980187316,0.9667110470074763,0.6807530155942834,img_3.jpg,GaussNoise,1.0
53.83061868686869,0.4142661143176777,30.820509895837283,0.9638302405027288,0.7194280241595419,img_4.jpg,JPEG,10.0
43.09988888888889,0.36812971478954093,31.786042103128548,0.979941352897359,0.83057344157973,img_4.jpg,JPEG,30.0
38.89156565656565,0.33709557170516463,32.23224933988891,0.9859174961288835,0.8719585094077162,img_4.jpg,JPEG,50.0
32.68766414141414,0.2796813645975092,32.986964738372436,0.9919347462413647,0.9153583645281768,img_4.jpg,JPEG,70.0
9.016595959595959,0.07755404618483272,38.580377518171886,0.9986088406608234,0.9830229064056213,img_4.jpg,JPEG,90.0
41.9564898989899,0.3569402081749656,31.902812131210467,0.9612767935986273,0.7465035041795194,img_4.jpg,Blur,3.0
47.40194696969697,0.4036643859367112,31.372841807796796,0.9434336849354792,0.6327137356782434,img_4.jpg,Blur,5.0
50.87029292929293,0.4326230241473511,31.06616122406809,0.9330688662796988,0.5736649747499356,img_4.jpg,Blur,7.0
53.67579545454546,0.4567325817321923,30.83301871635546,0.9245809636799307,0.5336042940055142,img_4.jpg,Blur,9.0
56.19951515151515,0.4781707349302146,30.633477920591666,0.9168880983325292,0.5040326476924917,img_4.jpg,Blur,11.0
3.062320707070707,0.026327247205799643,43.2702968984936,0.9995566093633766,0.9812464694293328,img_4.jpg,GaussNoise,0.1
24.022088383838383,0.20771433974746567,34.32469600342586,0.9962626404675587,0.875044852745592,img_4.jpg,GaussNoise,0.3
50.107676767676764,0.43534829921913204,31.131760936346748,0.9897445455097111,0.7525784429108419,img_4.jpg,GaussNoise,0.5
66.60263131313131,0.5841008319436158,29.89588973406336,0.9802389688720248,0.65141537523658,img_4.jpg,GaussNoise,0.7
80.47710101010101,0.7169384142536542,29.07408037266302,0.9611567368711248,0.5385499328439624,img_4.jpg,GaussNoise,1.0
