MSE,NMSE,PSNR,IF_SIM,SSIM,Image,Method,Param
36.88393724696356,0.3590132559624295,32.46243086410334,0.9917033656890937,0.7948067786523131,img_1.jpg,JPEG,10.0
23.92611589068826,0.21049193413007386,34.342081588760024,0.9959938436124411,0.8840185673152,img_1.jpg,JPEG,30.0
20.000222672064776,0.1767964965694838,35.120455299683954,0.9971590862192093,0.9105824409712729,img_1.jpg,JPEG,50.0
15.922532894736841,0.13763914079251643,36.11068206090055,0.9981588885488805,0.9340547316500717,img_1.jpg,JPEG,70.0
4.62119939271255,0.04014660749034561,41.48325653269658,0.9995779145696644,0.9837979514363846,img_1.jpg,JPEG,90.0
21.205731275303645,0.18390164110913396,34.86627107257607,0.9922470945070169,0.8625821472299001,img_1.jpg,Blur,3.0
27.292211538461537,0.23711662849441428,33.77041632085686,0.9872542064272688,0.7807744854031823,img_1.jpg,Blur,5.0
31.1852758097166,0.27179578786053366,33.191307714639805,0.983631923780809,0.7302604775054984,img_1.jpg,Blur,7.0
34.17695850202429,0.2976032714926807,32.79346949778724,0.9805716028147056,0.6970083630071929,img_1.jpg,Blur,9.0
36.84705971659919,0.32091813086445303,32.466775226702126,0.9778474188106825,0.6712610300237449,img_1.jpg,Blur,11.0
3.0543243927125507,0.02628964404702428,43.281652002878516,0.9997377586300922,0.9727215917397916,img_1.jpg,GaussNoise,0.1
24.170966599190283,0.2087302997568665,34.297863426364806,0.9977712173219748,0.8222824491068145,img_1.jpg,GaussNoise,0.3
50.07935728744939,0.43687997774913023,31.134216143138058,0.9939164807633275,0.6565423674933056,img_1.jpg,GaussNoise,0.5
66.4675177125506,0.5851014795439275,29.904709008973164,0.988392802437819,0.5302291932443614,img_1.jpg,GaussNoise,0.7
80.08430414979757,0.7174320365818897,29.09532954510118,0.9774602756291024,0.40162019800649973,img_1.jpg,GaussNoise,1.0
50.85783518145161,0.528859777760528,31.06722490847317,0.9541905180562842,0.7351305436086363,img_2.jpg,JPEG,10.0
39.054669858870966,0.36976885719660535,32.21407389935459,0.9761088343379212,0.857544712017003,img_2.jpg,JPEG,30.0
34.69125504032258,0.3241610902464613,32.728603490850276,0.9845947705758002,0.8983145080041718,img_2.jpg,JPEG,50.0
28.080735887096775,0.26508035138924907,33.64671876088285,0.9919810923482453,0.9341928852320788,img_2.jpg,JPEG,70.0
7.55969002016129,0.07132757456452202,39.345763729452045,0.9986608831400619,0.9859095051327067,img_2.jpg,JPEG,90.0
39.16850302419355,0.37304520782473966,32.201433872458985,0.9480559105772887,0.7511181092122178,img_2.jpg,Blur,3.0
43.165433467741934,0.4122659590960914,31.779442544090305,0.9291627378777683,0.652634801311877,img_2.jpg,Blur,5.0
45.53956905241935,0.4368151504342358,31.546914443613336,0.918625537829655,0.6029566474661716,img_2.jpg,Blur,7.0
47.30584173387097,0.4536899826521382,31.381655863852554,0.9108933026663387,0.5698606680687314,img_2.jpg,Blur,9.0
49.17440776209678,0.47365904015055793,31.213412227229455,0.9047470154332339,0.5449078334778952,img_2.jpg,Blur,11.0
3.0469279233870967,0.028848807956463253,43.29218179978185,0.9994935934279962,0.9801166988966914,img_2.jpg,GaussNoise,0.1
24.121063508064516,0.22731490582269598,34.30683908747161,0.9956769403604646,0.8644908558881289,img_2.jpg,GaussNoise,0.3
50.34271925403226,0.47199369698161125,31.11143690674122,0.9881811846148686,0.7308566553836343,img_2.jpg,GaussNoise,0.5
66.43351310483871,0.6201350812726969,29.90693141668814,0.9773521752828525,0.6239579183619234,img_2.jpg,GaussNoise,0.7
80.59029233870967,0.7480480606574742,29.067976297035475,0.9553453292320018,0.5088210665777271,img_2.jpg,GaussNoise,1.0
68.62667676767677,0.6614435431430008,29.765873920865836,0.9400589826686313,0.703301496489573,img_3.jpg,JPEG,10.0
57.66081565656566,0.5340893318326667,30.521995793429475,0.9669871315516446,0.8421710939636292,img_3.jpg,JPEG,30.0
52.127368686868685,0.4844527230807347,30.960145579361942,0.9795062281110505,0.8962835444182143,img_3.jpg,JPEG,50.0
41.97894191919192,0.3897021132628151,31.9004887289231,0.9902320576913833,0.9423107007957527,img_3.jpg,JPEG,70.0
10.754179292929292,0.0995566552949215,37.81503088139053,0.9985787922245006,0.9896194236367147,img_3.jpg,JPEG,90.0
58.8009797979798,0.5455955959063673,30.436957981028133,0.9375992650474338,0.6980653732671692,img_3.jpg,Blur,3.0
64.33891919191919,0.5968418711799761,30.046065998090782,0.9092065660120007,0.5449311423284057,img_3.jpg,Blur,5.0
67.36893686868687,0.6225590062540836,29.84620666947114,0.8933790156674898,0.4629860296052004,img_3.jpg,Blur,7.0
